Primary_Accession,Uncertainty,Length,Disorder,CompositionalBias,Membrane
Q96Q83,23.08,286,23.43,0,0
Q9NXW9,34.11,302,0.33,0,0
Q6P6C2,39.85,394,33.5,4.82,0
Q3KRA9,15.55,238,19.33,0,0
Q9BT30,20.81,221,6.79,0,0
Q96BT7,23.8,664,19.88,0,0
Q6ZNB7,100,445,0.67,0,23.6
Q9UM73,53.58,1620,20.19,7.72,1.3
Q8N6M5,24.15,410,6.59,0,0
Q96L16,100,210,38.1,0,0
Q8TCU4,100,4167,60.67,1.78,0
Q96QP1,80.31,1244,30.31,3.62,0
Q86TB3,78.06,2170,59.31,0.28,0
Q96L96,70.79,1907,69.06,1.26,0
P55789,29.76,205,32.68,0,0
Q96Q42,30.6,1657,13.76,0,0
P35858,7.11,605,1.82,0,0
Q15699,78.83,326,30.37,0,0
O95076,80.17,343,67.35,0,0
Q9H161,82.48,411,58.15,2.92,0
Q9UHK6,2.62,382,4.19,0,0
Q9NP70,100,447,73.38,0,0
P02760,5.68,352,4.83,0,0
P19021,34.22,973,16.96,0,2.47
Q99217,100,191,63.87,0,0
Q99218,100,206,57.77,41.26,0
Q5JTC6,100,1135,81.32,18.77,0
Q8N7J2,100,671,91.06,21.31,0
Q8N944,100,861,72.59,0,0
Q6DCA0,43.55,310,24.84,0,0
Q9UKV5,69.21,643,26.91,0,22.86
Q86WK6,27.99,493,15.01,0,4.26
Q86SJ2,29.12,522,3.83,0,4.02
Q86WK7,27.58,504,7.54,0,4.17
Q16671,31.41,573,13.26,0,3.66
Q9Y4X0,47.15,333,10.81,24.02,0
Q8IY45,12.79,258,0,0,0
Q9BXJ7,100,453,0,0,4.64
Q8IY63,100,956,69.77,0,0
Q9Y2J4,100,779,80.74,0,0
Q4VCS5,99.17,1084,69.74,0,0
Q9H4A4,7.23,650,7.54,0,0
P23109,22.44,780,2.05,0,0
Q01433,31.17,879,21.16,0,0
Q01432,20.86,767,15.65,0,0
Q07075,7.84,957,6.17,0,2.19
P49418,50.36,695,58.85,0,0
P28838,6.74,519,4.82,0,0
P15144,6.72,967,5.48,0,2.48
Q8N6M6,20.51,819,4.15,0,0
Q6Q4G3,9.8,990,5.35,0,2.12
Q9C0C7,81.74,1298,53.31,4.47,0
P30533,9.52,357,23.53,0,0
Q6UX39,100,209,54.55,0,0
P04745,2.94,511,2.35,0,0
P19961,3.13,511,1.96,0,0
P04746,2.94,511,1.57,0,0
Q400G9,65.86,498,20.28,0,0
Q86W34,51.39,360,5,0,0
Q8IZ07,60.17,590,11.36,0,0
Q86YJ7,64.06,626,31.63,4.47,0
Q8N6S4,48.8,541,20.89,0.74,0
Q6ZTN6,100,518,34.17,0,0
Q8IVF6,76.21,992,15.02,0,0
A2A2Z9,76.76,1011,16.72,0,0
Q5CZ79,62.82,823,31.11,0,0
Q9BXX3,74.95,1397,50.39,0,0
Q9BXX2,68.46,1392,46.77,0,0
P39687,34.94,249,47.39,32.93,0
Q92688,35.86,251,42.23,42.23,0
O43423,31.62,234,42.31,30.77,0
O95626,1.53,131,2.29,0,0
Q9BTT0,19.03,268,46.64,43.28,0
A6NCL7,33.4,494,58.91,2.23,0
Q69YU3,51.61,496,74.6,49.6,0
A5PLL1,60.31,514,34.63,0,0
P0C6C1,54.21,535,56.07,0,0
A6QL64,84.08,1941,52.65,0,0
Q8N2N9,81.82,1353,44.05,0,0
Q5JPF3,84.7,1778,48.71,0,0
P54802,7.13,743,0.27,1.08,0
Q9UJX6,38.32,822,11.68,0,0
Q96K21,59.24,471,65.39,6.37,0
P10275,59.96,919,37.43,8.92,0
P16860,75.37,134,56.72,0,0
P23582,80.16,126,56.35,0,0
Q9P2R3,11.21,1169,8.3,0,0
P01160,79.08,153,32.03,0,0
Q9UNK9,53.13,670,12.24,0,0
Q5VTE6,45.4,544,3.68,0,0
P03950,11.56,147,5.44,0,0
O95841,44.4,491,10.59,0,0
Q9UKU9,44.42,493,15.42,0,0
Q9Y5C1,24.13,460,15,0,0
Q9BY76,12.07,406,19.46,0,0
Q86XS5,20.62,388,2.84,0,0
Q8NI99,54.04,470,20.64,0,0
O43827,11.56,346,1.16,0,0
Q15389,43.57,498,15.46,0,0
O15123,43.15,496,3.63,0,0
Q9Y264,43.94,503,13.72,0,0
P01019,6.6,485,5.36,0,0
E9PGG2,54.35,379,52.51,0,0
P16157,29.29,1881,27.43,0,0
Q01484,68.56,3957,58.48,0,0
Q12955,70.94,4377,52.48,10.01,0
Q7Z5J8,39.33,1434,2.44,0,1.46
Q9NU02,32.09,776,5.67,0,0
Q8N957,77.46,763,7.47,0,0
Q8IWZ3,64.16,2542,50.35,8.73,0
Q9HCJ1,15.04,492,6.3,0,34.96
Q8NFD2,10.59,765,2.88,0,0
Q8NAG6,64.07,615,45.2,0.65,0
Q86XL3,77.72,938,39.77,0,2.13
Q15327,18.81,319,8.78,0,0
Q9GZV1,24.17,360,33.61,0,0
Q9Y2G4,55.71,727,55.3,0.55,0
Q92527,10.24,254,0.79,0,0
Q96BM1,12.62,317,11.99,2.84,0
Q6ZW76,53.2,656,32.01,8.23,0
Q68DC2,43.17,871,53.39,17.57,0
A6NFN9,5.42,424,8.49,0,0
Q9P2S6,41.23,941,9.03,0,0
Q8IV38,37.87,441,16.33,0,0
Q9H8Y5,84.57,726,48.76,0,0
Q9NQW6,87.1,1124,50.44,0,0
Q99873,11.63,361,3.6,0,0
P55345,12.7,433,8.78,0,0
O60678,20.9,531,5.46,0,0
O14744,0,637,2.98,0,0
Q96LA8,0,375,14.13,2.4,0
Q9NVM4,3.76,692,1.01,0,0
Q9NR22,15.48,394,9.9,0,0
Q6P2P2,13.61,845,4.38,0,0
Q9NW15,100,660,2.27,0,25.45
Q5XXA6,100,986,11.05,0,17.04
Q9NQ90,100,1003,21.73,0,16.75
Q9BYT9,100,981,4.08,0,17.13
Q32M45,100,955,8.06,0.63,17.59
Q75V66,100,913,0.66,0,18.4
Q4KMQ2,100,910,4.4,0,18.46
Q6IWH7,100,933,9.75,0,18.01
Q9HCE9,100,1232,47.73,32.47,13.64
A1A5B4,100,782,2.69,0,21.48
P16066,11.03,1061,2.83,0,1.98
P20594,10.41,1047,3.06,0,1.91
P17342,10.35,541,6.28,0,4.25
Q9NXR5,29.29,420,22.86,0,0
Q6UB99,88.4,2663,72.81,63.39,0
Q6UB98,86.91,2062,69.2,0,0
Q6P6B7,1.66,361,2.49,0,0
O75179,65.58,2603,53.9,16.17,0
Q9H560,7.95,264,0,0,0
Q5VYY1,3.14,191,0,0,0
Q86SG2,35.08,305,18.36,0,0
Q8TF21,79.84,1146,54.45,0.35,0
Q9UPS8,86.07,1709,46.23,0.59,0
Q96NW4,33.43,1050,15.9,0,0
O15084,29.53,1053,2.85,0,0
Q8N6D5,3.32,301,4.65,0,0
Q8N7Z5,61.88,1873,37.75,0,0
Q9BQI6,56.71,1058,8.6,0,0
Q7Z3H0,11.03,272,29.41,0,0
Q8N283,77.62,1001,42.06,0.7,0
Q7Z713,8.23,158,0,0,0
Q53RE8,12.57,183,13.66,0,0
Q6AI12,61.68,368,44.57,29.35,0
Q8N9B4,14.14,389,10.54,0,0
Q8N8A2,11.78,993,5.34,0,0
Q5TZF3,28.01,282,29.79,2.84,0
Q86W74,6.03,232,3.88,0,9.05
Q8WVL7,2.93,239,30.54,0,0
Q9ULJ7,59.55,1429,23.44,11.9,0
Q8NB46,31.04,1076,2.97,0,0
Q8N9V6,63.21,530,41.13,0,0
Q6NXT1,37,300,38,2,0
Q3KP44,35.99,614,41.86,0,0
Q9BZ19,34.2,345,21.16,0,0
A6NGH8,16.51,418,1.2,0,0
A6NC57,73.28,917,23.23,0,0
C9JTQ0,50.26,380,52.89,0,0
E5RJM6,7.02,399,31.58,0,0
B4E2M5,1.59,251,23.9,0,0
Q9H9E1,17.57,313,17.25,0,0
P61109,100,121,NA,0,0
Q92625,40.04,1134,49.21,4.76,0
Q7Z6G8,51.28,1248,40.62,0,0
Q8N8V4,37.41,417,37.89,0,0
P01008,4.53,464,3.23,0,0
Q9H6X2,54.26,564,28.01,12.06,3.72
P58335,56.85,489,12.27,2.86,4.7
A6NF34,66.24,631,10.94,7.29,3.33
Q9UJ72,3.09,324,0,0,0
P50995,37.62,505,41.19,0,0
P27216,2.85,316,8.23,0,0
P04083,0.29,346,5.78,0,0
P07355,0,339,0.59,0,0
P12429,0,323,0.62,0,0
P09525,0,319,1.25,0,0
P08758,0,320,2.19,0,0
P08133,0.15,673,4.01,0,0
P20073,35.66,488,33.81,0,0
P13928,0,327,1.83,0,0
O76027,3.19,345,3.77,0,0
P28039,33.57,575,3.65,0,0
P19801,2.66,751,4.66,0,0
O75106,6.48,756,7.28,0,0
Q16853,0,763,6.16,0,2.75
P21397,0,527,0.38,0,3.98
P27338,0,520,1.35,3.27,5.19
Q06278,3.21,1338,0.82,0,0
O60641,85.12,907,60.2,34.4,0
Q63HQ0,100,302,66.23,1.66,0
Q10567,14.01,949,7.17,15.81,0
O43747,10.46,822,9.12,0,0
O75843,9.04,785,7.26,0,0
Q9BXS5,1.42,423,2.36,0,0
Q9Y6Q5,1.42,423,0.95,0,0
P61966,0,158,0,0,0
P56377,5.73,157,0,0,0
Q96PC3,0,154,0,0,0
O95782,11.36,977,14.12,0,0
O94973,7.14,939,9.69,0,0
P05549,100,437,49.66,20.37,0
P63010,11.42,937,3.42,15.05,0
Q92481,100,460,51.52,19.78,0
Q92754,100,450,38.89,20,0
Q7Z6R9,100,452,19.25,0,0
Q6VUC0,100,442,26.02,22.85,0
Q96CW1,1.61,435,5.06,0,0
P53680,0,142,0,0,0
O00203,46.07,1094,22.67,11.52,0
Q13367,28.74,1082,23.38,14.14,0
O14617,48.22,1153,28.62,5.72,0
Q9Y2T2,2.87,418,1.2,0,0
P53677,2.87,418,4.31,0,0
Q92572,22.28,193,0,0,0
P59780,27.46,193,0,0,0
Q96N21,72.57,525,48.76,19.05,0
P50583,0,147,14.29,0,0
Q9Y6B7,6.5,739,2.71,0,0
Q9UPM8,45.82,1137,8.88,0,0
O00189,3.53,453,6.18,0,0
Q9Y587,0.69,144,0,0,0
Q2VPB7,100,878,4.9,39.29,0
Q9H0R1,20.82,490,1.22,0,0
Q9NUS5,100,200,17.5,0,0
O43299,100,807,6.32,0.74,0
O14727,0,1248,0.56,0.32,0
Q02410,51.49,837,59.02,14.81,0
Q99767,47.66,749,52.47,0.53,0
O96018,34.43,575,45.39,1.22,0
O00213,50.7,710,51.13,1.97,0
Q92870,51.58,758,47.23,0,0
O95704,30.86,486,8.85,0,0
Q92624,30.43,585,0.51,0,0
Q9UM13,7.57,185,17.3,0,0
Q9NYG5,0,84,0,0,0
Q9BS18,100,74,52.7,0,0
P60006,100,121,87.6,45.45,0
Q96DE5,100,110,8.18,20.91,0
Q9H1A4,76.34,1944,8.74,0,0
O95996,70.69,2303,63.61,15.02,0
Q9UJX5,72.52,808,5.07,0,0
Q9UJX4,33.64,755,2.91,0,0
Q9UJX3,8.18,599,12.52,0,0
Q8J025,100,514,5.84,0,3.89
Q8NCL9,100,501,14.17,0,4.19
P25054,67.75,2843,74.78,99.61,0
Q9ULZ1,100,77,59.74,0,0
P27695,0,318,23.58,0,0
Q9UBZ4,43.63,518,20.27,0,0
Q96BI3,100,265,0,0,55.47
Q8WW43,100,257,0,0,57.2
Q9BZZ5,4.96,524,14.12,0,0
P35414,15.26,380,5.53,0,44.47
Q96LR9,100,279,3.58,28.67,23.3
Q8IW19,62.43,511,65.36,0,0
P51693,27.69,650,53.85,1.85,3.54
Q06481,30.67,763,29.75,8.65,3.15
Q9HDC9,25,416,11.06,0,5.05
P02647,8.99,267,19.1,0,0
P02652,19,100,0,0,0
P06727,14.39,396,43.69,4.55,0
Q6Q788,7.65,366,32.79,0,0
P08519,64.27,4548,31.86,0,0
Q0VD83,100,1088,95.68,73.9,0
P04114,81.02,4563,1.03,0,0
P02654,31.33,83,1.2,0,0
P02655,21.78,101,12.87,0,0
P02656,20.2,99,2.02,0,0
P55056,100,127,2.36,0,0
P05090,10.05,189,1.59,0,0
P02649,5.68,317,15.46,0,0
Q13790,100,326,7.98,0,0
P02749,5.51,345,0,0,0
O14791,100,398,14.07,0,0
Q9BQE5,100,337,6.23,1.78,0
O95236,100,402,3.73,0,0
Q9BPW4,100,351,0,0,0
Q9BWW9,100,433,27.25,0,0
Q9BWW8,100,343,16.33,0,0
O95445,9.04,188,4.79,0,0
Q6UXV4,100,268,27.24,0,13.81
Q9BUR5,100,198,4.04,0,10.61
Q96IL0,100,206,11.17,0,0
Q8IVJ8,100,170,24.71,0,12.35
F7VJQ1,100,73,1.37,54.79,28.77
Q53RT3,64.43,343,15.45,0,6.12
Q13794,48.15,54,35.19,0,0
Q7Z2E3,20.79,356,15.45,0,0
P07741,0,180,0,0,0
Q8IXF9,22.03,295,11.86,0,44.75
A6NM10,22.03,295,11.86,0,44.75
Q96PS8,17.28,301,3.32,0,34.88
Q8NBQ7,21.03,271,0,0,46.49
P29972,0,269,0,1.49,52.42
P41181,0,271,6.64,0,45.02
Q92482,14.73,292,2.05,0,43.15
P55087,26.32,323,3.41,0,39.01
P55064,0.38,265,6.79,0,47.55
Q13520,0,282,6.38,0,43.26
A6NL99,30.41,342,1.46,0,48.83
O14520,27.19,342,2.63,0,36.84
O94778,14.56,261,0,0,48.28
O43315,15.59,295,3.05,0,42.71
O60306,71.11,1485,13.27,0,0
Q5H913,3.45,290,7.24,0,0
Q3SXY8,38.55,428,55.84,11.92,0
Q6NSI1,39.88,321,39.25,0,0
Q9Y2Y0,0,163,0,0,0
Q15041,100,203,0.49,0,41.38
Q66PJ3,100,421,89.79,28.5,0
Q8N6S5,100,226,21.24,0,27.88
P10398,13.04,606,25.58,0,0
Q6UW56,44.1,229,0.87,0,9.17
Q96P48,25.31,1450,22,0,0
Q8WZ64,36.09,1704,15.67,0,0
Q8WWN8,30.25,1544,29.86,9.07,0
Q96IT6,100,56,17.86,0,0
P25098,0,689,2.76,0,0
P35626,2.91,688,2.33,0,0
Q92747,7.3,370,3.78,0,0
O15143,5.65,372,0.27,0,0
Q8IWT0,17.37,167,8.98,0,0
Q7LC44,100,396,32.58,0,0
P15514,81.35,252,46.43,0,9.13
O15033,26.73,823,6.68,0,0
P84077,0.55,181,0,0,0
P61204,0.55,181,0,0,0
P18085,0,180,0,0,0
P84085,1.11,180,1.67,0,0
P62330,0,175,0,0,0
Q8N6T3,65.52,406,48.03,0,0
Q8N6H7,73.51,521,45.68,0,0
Q9NP61,73.45,516,35.66,5.81,0
P53367,43.16,373,27.08,0,0
P53365,30.5,341,27.86,0,0
Q13795,5.47,201,1.99,0,0
Q8N1W1,67.39,1705,30.73,0,0
A8MVX0,71.56,844,56.04,1.3,0
A5YM69,100,484,90.91,52.89,0
Q8N4T4,4.18,335,10.45,0,0
Q9HCE6,55.12,1279,22.99,0,0
A6NJG6,80,315,29.84,0,0
P05089,0,322,10.56,0,0
P78540,9.89,354,10.17,0,0
Q9NWB6,100,273,58.61,83.15,0
A1IGU5,16.44,675,13.63,0,0
Q9NXL2,13.26,777,10.81,0.77,0
Q8TER5,67.22,1519,42,8.56,0
Q92888,16.01,912,38.16,0,0
Q92974,56.69,986,34.38,0,0
Q9NR81,32.32,526,20.15,0,0
Q9NR80,28.7,690,29.86,0,0
Q12774,74.39,1597,68,0,0
Q15052,21.78,776,12.76,0,0
Q14155,26.4,803,24.41,0,0
Q7Z628,42.28,596,29.7,0,0
O43307,14.15,516,9.11,0,0
O15013,57.34,1369,30.17,2.48,0
O15085,53.61,1522,57.49,0.39,0
Q9NZN5,52.14,1544,50.45,0,0
O94989,58.74,841,52.91,15.1,0
Q5VV41,41.47,709,36.81,0,0
Q96PE2,71.74,2063,60.49,6.11,0
Q6ZSZ5,58.48,1173,49.45,4.69,0
Q8IW93,49.38,802,38.28,0,0
Q86VW2,38.97,580,31.72,0,0
Q96DR7,50.75,871,44.32,7.81,0
Q8NDY3,0.56,354,3.67,0,0
Q9NX46,4.68,363,5.79,2.48,0
Q5SW96,41.88,308,26.95,1.3,0
O14497,94.44,2285,77.33,4.07,0
Q8NFD5,94.28,2236,75.85,34.03,0
Q9Y4X5,0,557,19.93,12.75,0
Q8N7S6,100,290,52.07,2.07,7.24
O95376,13.59,493,11.97,14.6,0
Q99856,77.07,593,61.72,21.08,0
Q8IVW6,75.22,561,56.86,17.11,0
A6NKF2,67.72,412,65.53,48.06,0
P29374,68.18,1257,64.84,0,0
Q4LE39,69.44,1312,67.91,26.37,0
Q03989,79.8,594,48.48,0,0
Q14865,90.99,1188,48.4,0,0
Q68CP9,86.54,1835,49.86,18.31,0
Q9Y4B4,61.83,1467,40.22,0,0
O43488,5.01,359,10.58,0,0
O95154,0.91,331,3.32,0,0
Q8NHP1,1.21,331,3.93,0,0
Q8N8L6,16.39,244,6.15,0,0
Q969Q4,4.08,196,8.16,0,0
Q8N4G2,1.56,192,3.12,0,0
Q9NXU5,11.76,204,0.98,0,0
Q0P5N6,1.02,197,10.15,0,0
Q8IVW1,6.78,177,1.13,0,0
P40616,0.55,181,0,0,0
P36404,0,184,0,0,0
P36405,1.1,182,0,0,0
P40617,8.5,200,2.5,0,0
P56559,8.33,192,1.04,0,0
P49703,7.46,201,3.48,0,0
Q9Y689,0,179,0,0,0
Q96KC2,0,179,0,0,0
A6NH57,2.79,179,0,0,0
Q9H0F7,1.08,186,0.54,0,0
Q96BM9,0,186,0,0,10.22
Q9NVJ2,4.3,186,0,0,10.22
Q6T311,6.42,187,0.53,0,0
P04424,0,464,0.65,0,0
Q8N2F6,25.36,343,9.91,0,6.71
Q5T9G4,29.71,340,0,0,0
Q9NVT9,100,282,18.79,0,0
Q8NEN0,41.98,867,25.37,0,0
Q5W041,36.24,872,8.72,1.26,0
Q5T2S8,43.87,1044,10.73,0,0
Q96C12,26.31,935,19.57,0,0
Q6NXE6,17.76,501,3.79,0,0
Q9H6L4,13.13,198,2.02,0,0
Q8IUR7,2.08,673,0.3,0,0
Q7Z3E5,100,817,26.68,0.49,0
P0C7Q2,100,107,32.71,0,0
Q9P291,41.5,453,28.92,0,5.08
Q7L311,61.23,632,50.79,31.8,3.01
Q9UH62,34.3,379,11.35,0,6.07
Q5H9R4,100,360,31.11,0,5
Q6P1M9,57.53,558,32.8,0,0
Q7L4S7,42,300,27.33,0,7
Q9HBZ2,44.77,717,47.84,1.95,0
P27540,57.92,789,58.05,8.75,0
Q86WX3,100,136,61.03,0,0
Q9NZ32,12.95,417,3.84,0,0
P56211,100,112,98.21,0,0
Q9UBL0,85.1,812,75.37,41.26,0
P61160,2.54,394,0.51,0,0
Q9P1U1,0,418,0.72,0,0
Q9C0K3,1.9,210,0,0,0
P61158,0,418,0.96,0,0
Q9BPX5,12.42,153,17.65,0,0
Q9H9F9,38.88,607,14.66,0,0
Q9GZN1,6.06,396,1.26,0,0
Q9H981,5.29,624,28.85,0,0
O15144,7.67,300,5.67,0,0
O15145,5.06,178,2.81,0,0
P59998,0.6,168,0,0,0
O15511,9.93,151,22.52,0,0
Q7Z6K5,100,226,15.93,0,0
P49407,12.68,418,19.86,0,0
P32121,13.45,409,14.67,0,0
P36575,0,388,6.44,0,0
Q8N5I2,36.95,433,21.94,29.33,0
Q8TBH0,31.94,407,9.34,0,0
Q96B67,27.29,414,10.39,0,0
Q8NCT1,31.82,418,4.31,0,0
A6NEK1,13.45,342,6.73,0,0
P10523,8.89,405,12.59,0,0
P15289,3.16,507,2.56,0,0
P15848,7.5,533,6.38,0,0
P51689,7.59,593,4.55,0,0
P51690,6.96,589,0,0,0
P54793,7.29,590,2.88,0,0
Q96EG1,7.81,525,4,0,0
Q5FYA8,2.49,562,0.18,0,7.47
Q5FYB1,18.1,569,8.44,1.23,0
Q5FYB0,22.04,599,15.86,0,0
Q6UWY0,20.71,536,0.19,0,0
Q5T4W7,48.64,220,55,25.45,0
Q9H2C2,100,271,0,0,23.25
O00192,50.52,962,53.12,0.42,0
Q96QS3,82.21,562,55.52,41.99,0
P18440,0,290,0,0,0
P11245,0,290,0,0,0
Q9HBK9,16,375,0,0,0
P0C7U1,18.18,165,0.61,0,0
P0C7U2,10.45,622,4.02,0,0
Q13510,16.46,395,0.76,0,0
Q9NR71,20.51,780,8.21,0,2.69
Q9ULH1,34.1,1129,37.02,18.69,0
O43150,26.54,1006,31.31,16.5,0
Q8TDY4,22.15,903,29.46,0.44,0
Q495Z4,100,193,77.72,84.46,0
Q8WXI3,27.41,467,11.56,0,0
Q8WXH4,0.93,323,0,0,0
Q8WXK4,1.62,309,5.18,0,0
Q8WXK3,5.4,278,0.36,0,0
A6NK59,25.72,587,2.73,0,0
Q8WXK1,27.38,588,2.55,0,0
Q96NS5,11.04,453,6.18,0,0
Q8WXJ9,24.41,295,0,0,0
Q6ZVZ8,11.8,466,9.23,0,0
Q9Y576,5.97,335,8.36,0,0
Q96Q27,24.02,587,5.79,0,0
Q9Y575,19.88,518,0,0,0
Q9Y574,8.92,426,2.11,0,0
Q8WWX0,2.13,329,0.3,0,0
Q9NWX5,20.9,421,3.33,0,0
Q9H672,4.72,318,2.52,0,0
Q9H765,4.17,288,0,0,0
Q96DX5,0,294,13.61,0,0
Q8N9N2,35.5,400,10.5,0,0
Q9H1I8,91.41,757,36.06,0,0
Q8N3C0,21.44,2202,0.91,0,0
P50553,75,236,60.17,11.44,0
Q99929,66.84,193,78.76,2.07,0
Q9NQ33,63.89,180,17.78,0,0
Q6XD76,64.53,172,19.19,0,0
Q7RTU5,76.26,278,55.04,0,0
Q9ULZ3,0,195,9.74,0,0
Q9Y294,15.69,204,16.67,0,0
Q9NVP2,22.77,202,3.96,0,0
Q7L266,0,308,12.66,0,0
P07306,53.95,291,16.84,0,7.22
P07307,59.16,311,14.47,0,6.75
Q9NR48,75.51,2969,47.12,8.66,0
Q9UBL3,37.26,628,39.17,0,0
Q9BVC5,100,232,71.12,0,0
P78348,23.11,528,1.52,0,9.66
Q16515,20.7,512,4.69,0,8.2
Q9UHC3,25.42,531,13.37,0,6.97
Q96FT7,42.04,647,27.2,0,6.49
Q9NY37,22.77,505,0.59,0,8.32
P42127,59.85,132,18.18,22.73,0
Q92484,30.68,453,1.99,0,0
Q92485,35.82,455,0.66,0,0
O95671,9.02,621,8.05,0,0
P46597,0,345,0,0,0
P17405,50.72,629,4.45,0,0
O43681,8.62,348,2.01,0,0
Q9NWL6,30.02,643,2.18,0,0
P08243,8.73,561,0,0,0
Q9BZE9,72.69,553,40.33,0,0
A6ND91,14.13,283,13.78,0,0
P20933,12.14,346,7.8,0,0
Q5U4P2,50.51,390,28.72,21.03,5.9
Q6ICH7,47.15,369,0,0,5.69
Q12797,43.4,758,38.92,30.74,2.77
Q8IZT6,85.42,3477,6.82,0,0
Q9BXN1,15,380,5.79,8.68,0
Q96KQ4,68.81,1090,64.5,54.5,0
Q13625,65.34,1128,65.07,10.73,0
P26436,72.45,265,61.89,0,0
P00966,0,412,5.83,0,0
Q2TB18,53.31,679,3.83,0,0
Q9Y284,100,106,18.87,0,37.74
Q6HA08,44.78,431,37.59,0,0
O14525,82.41,1302,13.21,0,3.07
O75129,93.88,1339,13.37,0,3.14
Q9NVM9,100,706,27.05,0,0
Q8IXJ9,100,1541,74.76,4.35,0
Q76L83,100,1435,76.86,16.31,0
Q9C0F0,100,2248,70.77,18.24,0
Q8WWH4,50.74,475,4.21,0,0
O60312,36.49,1499,19.35,0.27,14.41
O94823,34.36,1461,15.26,0,15.06
Q9P241,32.61,1426,7.36,0,14.73
P98196,20.63,1134,2.91,0,19.4
Q9Y2G3,21.5,1177,3.06,0,18.52
Q8NB49,20.85,1132,0.35,0,18.37
P54707,5.1,1039,3.75,0,19.63
Q9HD20,27.57,1204,5.15,1,17.44
Q9NQ11,25.08,1180,4.92,0,20.76
Q9H7F0,24.63,1226,2.2,0.33,18.84
Q4VNC1,25.33,1196,0.5,0,19.31
Q4VNC0,27.34,1218,1.72,0.33,16.91
P05023,2.83,1023,7.04,0,19.94
P50993,3.53,1020,9.41,0,20
P13637,2.76,1013,6.81,0,20.14
Q13733,3.6,1029,7.29,0,19.83
P05026,0,303,4.29,0,9.24
P14415,3.45,290,0,0,9.66
P54709,3.58,279,0.72,0,7.53
Q9UN42,21.85,357,15.97,10.64,5.88
O14983,1.8,1001,2.7,0,20.38
P16615,4.7,1042,2.4,0,19.58
Q93084,5.66,1043,6.42,0,19.56
P20020,26.87,1258,17.81,0.32,16.69
Q01814,29.53,1243,18.66,0.32,16.89
Q16720,28.28,1220,16.89,0.82,17.21
P23634,20.71,1241,10.48,0.97,16.92
P98194,4.13,919,1.41,0,21.98
O75185,6.98,946,1.69,0.63,21.88
Q8TBG4,14.03,499,9.42,0,0
Q8IUZ5,4.67,450,2.22,0,0
Q5VTU8,3.92,51,0,0,0
P24539,49.61,256,0,0,0
P05496,46.32,136,0,0,30.88
Q06055,48.23,141,0,0,29.79
P48201,48.59,142,1.41,0,29.58
Q7Z4Y8,100,100,0,0,0
Q9NW81,33.85,257,7,0,0
Q9ULK2,92.92,861,69.22,42.51,0
Q5T6C5,91.55,722,65.93,0,0
Q14CW9,49.57,347,56.77,0,0
Q9Y2Q0,23.02,1164,1.63,0,18.99
Q9NTI2,22.39,1148,2.18,0,19.25
O43520,24.78,1251,6.16,0,17.43
P98198,21.75,1209,3.8,0,18.03
O60423,30.54,1300,10.15,0,16.77
Q8TF62,20.13,1192,4.19,0,18.29
Q8NBU5,27.98,361,7.76,0,0
Q6PL18,48.13,1390,34.32,3.31,0
Q96QE3,86.82,1844,37.58,0.6,0
Q5TC04,100,95,77.89,0,0
Q5SQI0,43.94,421,57.72,0,0
Q86WG3,53.37,371,42.05,0,0
Q9ULI0,51.58,1458,38.34,0.69,0
Q9NVI7,60.09,634,28.08,0,2.84
Q5T9A4,54.01,648,31.17,1.08,2.78
Q5T2N8,38.69,411,4.14,0,0
O95260,100,518,26.83,0,0
P18846,66.79,271,70.11,0,0
P15336,79.21,505,75.45,0,0
P18847,62.98,181,30.39,0,0
P18848,81.2,351,54.42,0,0
Q9Y2D1,76.6,282,68.79,9.22,0
P18850,91.49,670,45.67,1.79,3.13
Q99941,92.03,703,58.32,1.42,2.99
P17544,86.44,494,76.92,0,0
Q9H0Y0,17.27,220,2.27,0,0
O94817,33.57,140,30,0,0
O75143,67.89,517,30.17,0.77,0
Q2TAZ0,100,1938,30.03,0,0
Q96BY7,100,2078,18.77,0,0
Q9NT62,33.44,314,14.97,0,0
Q8WYN0,0,398,7.04,0,0
Q9Y4P1,0,393,1.53,0,0
Q96DT6,32.75,458,0.66,0,0
Q86TL0,31.43,474,15.82,0,0
Q9H1Y0,0,275,4,0,0
O95352,13.51,703,3.41,0,0
Q7Z3C6,100,839,22.41,0,15.02
Q674R7,100,924,34.63,13.64,13.64
Q9BSB4,100,218,0,0,0
Q32M88,12.48,737,12.35,0.54,0
Q9UII2,26.42,106,65.09,0,0
Q8N6G6,25.43,1762,8.4,0,0
Q86TH1,33.96,951,14.72,0,0
P82987,32.17,1691,7.51,0,0
Q6UY14,45.25,1074,41.9,5.87,0
Q6ZMM2,17.46,481,12.68,0,0
Q8WXF7,19.89,558,2.87,0,7.53
Q8NHH9,29.67,583,8.75,0,7.2
Q6DD88,24.4,541,4.07,0,7.76
O43313,80.07,823,37.18,3.89,0
Q13315,69.14,3056,2.62,0,0
P54259,100,1190,90.5,9.92,0
P54710,12.12,66,24.24,0,27.27
Q92858,81.92,354,74.86,4.24,0
Q8N100,56.58,152,17.76,0,0
Q96SQ7,80.06,321,71.03,37.07,0
O00244,0,68,0,0,0
Q9Y6H3,100,246,6.91,0,0
P20648,3.57,1035,6.28,0,19.71
P51164,2.41,291,0,0,7.22
P56381,3.92,51,0,0,0
